sample,control_substep,physics_tick,robot_0.lift,robot_0.arm,robot_0.yaw,robot_0.pitch,robot_0.roll,robot_0.grip_pos,robot_0.base_fwd,robot_0.base_strafe,robot_0.base_turn,robot_1.lift,robot_1.arm,robot_1.yaw,robot_1.pitch,robot_1.roll,robot_1.grip_pos,robot_1.base_fwd,robot_1.base_strafe,robot_1.base_turn
353,1,4240,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.44,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.374,0.176,0.0
353,2,4244,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.462,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.396,0.198,0.0
354,0,4248,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.484,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.418,0.22,0.0
354,1,4252,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.506,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.44,0.242,0.0
354,2,4256,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.528,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.462,0.264,0.0
355,0,4260,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.55,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.484,0.286,0.0
355,1,4264,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.572,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.506,0.308,0.0
355,2,4268,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.594,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.528,0.33,0.0
356,0,4272,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.55,0.352,0.0
356,1,4276,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.572,0.374,0.0
356,2,4280,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.594,0.396,0.0
357,0,4284,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.572,0.418,0.0
357,1,4288,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.55,0.44,0.0
357,2,4292,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.528,0.462,0.0
358,0,4296,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.506,0.484,0.0
358,1,4300,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.484,0.506,0.0
358,2,4304,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.462,0.528,0.0
359,0,4308,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.44,0.55,0.0
359,1,4312,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.418,0.572,0.0
359,2,4316,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.396,0.594,0.0
360,0,4320,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.374,0.616,0.0
360,1,4324,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.352,0.616,0.0
360,2,4328,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.0,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.33,0.616,0.0
361,0,4332,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.022,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.308,0.616,0.0
361,1,4336,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.044,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.286,0.616,0.0
361,2,4340,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.066,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.264,0.616,0.0
362,0,4344,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.088,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.242,0.616,0.0
362,1,4348,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.11,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.22,0.616,0.0
362,2,4352,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.132,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.198,0.616,0.0
363,0,4356,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.154,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.176,0.616,0.0
363,1,4360,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.176,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.154,0.616,0.0
363,2,4364,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.198,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.132,0.616,0.0
364,0,4368,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.22,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.11,0.616,0.0
364,1,4372,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.242,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.088,0.616,0.0
364,2,4376,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.264,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.066,0.616,0.0
365,0,4380,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.286,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.044,0.616,0.0
365,1,4384,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.308,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.022,0.616,0.0
365,2,4388,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.33,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,0.0,0.616,0.0
366,0,4392,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.352,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.022,0.594,0.0
366,1,4396,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.374,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.044,0.572,0.0
366,2,4400,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.396,-0.616,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.066,0.55,0.0
367,0,4404,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.418,-0.594,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.088,0.528,0.0
367,1,4408,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.44,-0.572,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.11,0.506,0.0
367,2,4412,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.462,-0.55,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.132,0.484,0.0
368,0,4416,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.484,-0.528,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.154,0.462,0.0
368,1,4420,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.506,-0.506,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.176,0.44,0.0
368,2,4424,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.528,-0.484,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.198,0.418,0.0
369,0,4428,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.55,-0.462,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.22,0.396,0.0
369,1,4432,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.572,-0.44,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.242,0.374,0.0
369,2,4436,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.594,-0.418,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.264,0.352,0.0
370,0,4440,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.396,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.286,0.33,0.0
370,1,4444,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.374,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.308,0.308,0.0
370,2,4448,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.352,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.33,0.286,0.0
371,0,4452,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.33,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.352,0.264,0.0
371,1,4456,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.308,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.374,0.242,0.0
371,2,4460,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.286,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.396,0.22,0.0
372,0,4464,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.264,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.418,0.198,0.0
372,1,4468,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.242,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.44,0.176,0.0
372,2,4472,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.22,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.462,0.154,0.0
373,0,4476,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.198,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.484,0.176,0.0
373,1,4480,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.176,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.506,0.198,0.0
373,2,4484,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.154,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.528,0.22,0.0
374,0,4488,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.132,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.55,0.242,0.0
374,1,4492,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.11,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.572,0.264,0.0
374,2,4496,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.088,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.594,0.286,0.0
375,0,4500,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.066,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.308,0.0
375,1,4504,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.044,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.33,0.0
375,2,4508,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,-0.022,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.352,0.0
376,0,4512,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.374,0.0
376,1,4516,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.396,0.0
376,2,4520,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.418,0.0
377,0,4524,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.44,0.0
377,1,4528,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.462,0.0
377,2,4532,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.484,0.0
378,0,4536,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.506,0.0
378,1,4540,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.528,0.0
378,2,4544,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.55,0.0
379,0,4548,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.572,0.0
379,1,4552,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.594,0.0
379,2,4556,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.616,0.0
380,0,4560,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.594,0.0
380,1,4564,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.572,0.0
380,2,4568,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.55,0.0
381,0,4572,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.528,0.0
381,1,4576,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.506,0.0
381,2,4580,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.484,0.0
382,0,4584,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.462,0.0
382,1,4588,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.44,0.0
382,2,4592,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.418,0.0
383,0,4596,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.396,0.0
383,1,4600,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.374,0.0
383,2,4604,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.352,0.0
384,0,4608,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.33,0.0
384,1,4612,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.308,0.0
384,2,4616,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.286,0.0
385,0,4620,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.264,0.0
385,1,4624,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.242,0.0
385,2,4628,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.22,0.0
386,0,4632,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.198,0.0
386,1,4636,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.176,0.0
386,2,4640,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.154,0.0
387,0,4644,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.132,0.0
387,1,4648,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.11,0.0
387,2,4652,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.088,0.0
388,0,4656,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.066,0.0
388,1,4660,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.044,0.0
388,2,4664,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.022,0.0
389,0,4668,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
389,1,4672,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
389,2,4676,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
390,0,4680,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
390,1,4684,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
390,2,4688,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
391,0,4692,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
391,1,4696,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
391,2,4700,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
392,0,4704,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
392,1,4708,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
392,2,4712,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
393,0,4716,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
393,1,4720,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
393,2,4724,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
394,0,4728,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
394,1,4732,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
394,2,4736,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
395,0,4740,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
395,1,4744,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
395,2,4748,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
396,0,4752,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
396,1,4756,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
396,2,4760,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
397,0,4764,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
397,1,4768,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
397,2,4772,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
398,0,4776,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
398,1,4780,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
398,2,4784,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
399,0,4788,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
399,1,4792,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
399,2,4796,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
400,0,4800,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
400,1,4804,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
400,2,4808,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
401,0,4812,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
401,1,4816,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
401,2,4820,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
402,0,4824,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
402,1,4828,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
402,2,4832,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
403,0,4836,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
403,1,4840,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
403,2,4844,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
404,0,4848,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
404,1,4852,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
404,2,4856,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
405,0,4860,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
405,1,4864,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
405,2,4868,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
406,0,4872,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
406,1,4876,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
406,2,4880,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
407,0,4884,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
407,1,4888,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
407,2,4892,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
408,0,4896,0.81500006,0.3025,0.0,0.825,0.0,0.103,0.616,0.0,0.0,0.77,0.363,0.0,0.825,0.0,0.103,-0.616,0.0,0.0
