sample,obs_time_s,next_obs_time_s,start_tick,end_tick,robot_0.base_forward_velocity,robot_0.base_left_velocity,robot_0.base_yaw_velocity,robot_0.lift_velocity,robot_0.arm_extension_velocity,robot_0.wrist_yaw_velocity,robot_0.wrist_pitch_velocity,robot_0.wrist_roll_velocity,robot_0.gripper_command,robot_1.base_forward_velocity,robot_1.base_left_velocity,robot_1.base_yaw_velocity,robot_1.lift_velocity,robot_1.arm_extension_velocity,robot_1.wrist_yaw_velocity,robot_1.wrist_pitch_velocity,robot_1.wrist_roll_velocity,robot_1.gripper_command
137,6.85833369102329,6.908333693630993,1644,1656,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,6.908333693630993,6.958333696238697,1656,1668,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,6.958333696238697,7.0083336988464,1668,1680,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,7.0083336988464,7.058333701454103,1680,1692,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,7.058333701454103,7.108333704061806,1692,1704,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,7.108333704061806,7.158333706669509,1704,1716,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,7.158333706669509,7.208333709277213,1716,1728,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,7.208333709277213,7.258333711884916,1728,1740,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,7.258333711884916,7.308333714492619,1740,1752,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,7.308333714492619,7.358333717100322,1752,1764,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,7.358333717100322,7.4083337197080255,1764,1776,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,7.4083337197080255,7.458333722315729,1776,1788,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,7.458333722315729,7.508333724923432,1788,1800,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,7.508333724923432,7.558333727531135,1800,1812,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,7.558333727531135,7.608333730138838,1812,1824,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,7.608333730138838,7.6583337327465415,1824,1836,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,7.6583337327465415,7.708333735354245,1836,1848,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,7.708333735354245,7.758333737961948,1848,1860,-1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,7.758333737961948,7.808333740569651,1860,1872,-1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,7.808333740569651,7.858333743177354,1872,1884,-1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,7.858333743177354,7.9083337457850575,1884,1896,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,7.9083337457850575,7.958333748392761,1896,1908,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,7.958333748392761,8.008333751000464,1908,1920,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
160,8.008333751000464,8.058333753608167,1920,1932,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
161,8.058333753608167,8.10833375621587,1932,1944,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
162,8.10833375621587,8.158333758823574,1944,1956,-1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
163,8.158333758823574,8.208333761431277,1956,1968,-1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
164,8.208333761431277,8.25833376403898,1968,1980,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
165,8.25833376403898,8.308333766646683,1980,1992,-1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,8.308333766646683,8.358333769254386,1992,2004,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
167,8.358333769254386,8.40833377186209,2004,2016,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
168,8.40833377186209,8.458333774469793,2016,2028,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
169,8.458333774469793,8.508333777077496,2028,2040,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,8.508333777077496,8.5583337796852,2040,2052,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
171,8.5583337796852,8.608333782292902,2052,2064,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,8.608333782292902,8.658333784900606,2064,2076,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,8.658333784900606,8.708333787508309,2076,2088,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
174,8.708333787508309,8.758333790116012,2088,2100,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
175,8.758333790116012,8.808333792723715,2100,2112,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
176,8.808333792723715,8.858333795331419,2112,2124,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,8.858333795331419,8.908333797939122,2124,2136,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
178,8.908333797939122,8.958333800546825,2136,2148,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
179,8.958333800546825,9.008333803154528,2148,2160,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180,9.008333803154528,9.058333805762231,2160,2172,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,9.058333805762231,9.108333808369935,2172,2184,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,9.108333808369935,9.158333810977638,2184,2196,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,9.158333810977638,9.208333813585341,2196,2208,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
184,9.208333813585341,9.258333816193044,2208,2220,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
185,9.258333816193044,9.308333818800747,2220,2232,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,9.308333818800747,9.35833382140845,2232,2244,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,9.35833382140845,9.408333824016154,2244,2256,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,9.408333824016154,9.458333826623857,2256,2268,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
189,9.458333826623857,9.50833382923156,2268,2280,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
190,9.50833382923156,9.558333831839263,2280,2292,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
191,9.558333831839263,9.608333834446967,2292,2304,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
192,9.608333834446967,9.65833383705467,2304,2316,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,9.65833383705467,9.708333839662373,2316,2328,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,9.708333839662373,9.758333842270076,2328,2340,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,9.758333842270076,9.80833384487778,2340,2352,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,9.80833384487778,9.858333847485483,2352,2364,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
197,9.858333847485483,9.908333850093186,2364,2376,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
198,9.908333850093186,9.958333852700889,2376,2388,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199,9.958333852700889,10.008333855308592,2388,2400,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,10.008333855308592,10.058333857916296,2400,2412,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,10.058333857916296,10.108333860523999,2412,2424,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,10.108333860523999,10.158333863131702,2424,2436,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,10.158333863131702,10.208333865739405,2436,2448,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,10.208333865739405,10.258333868347108,2448,2460,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
205,10.258333868347108,10.308333870954812,2460,2472,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,10.308333870954812,10.358333873562515,2472,2484,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,10.358333873562515,10.408333876170218,2484,2496,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,10.408333876170218,10.458333878777921,2496,2508,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,10.458333878777921,10.508333881385624,2508,2520,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,10.508333881385624,10.558333883993328,2520,2532,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,10.558333883993328,10.60833388660103,2532,2544,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
212,10.60833388660103,10.658333889208734,2544,2556,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,10.658333889208734,10.708333891816437,2556,2568,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,10.708333891816437,10.75833389442414,2568,2580,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,10.75833389442414,10.808333897031844,2580,2592,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,10.808333897031844,10.858333899639547,2592,2604,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,10.858333899639547,10.90833390224725,2604,2616,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,10.90833390224725,10.958333904854953,2616,2628,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,10.958333904854953,11.008333907462656,2628,2640,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,11.008333907462656,11.05833391007036,2640,2652,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,11.05833391007036,11.108333912678063,2652,2664,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,11.108333912678063,11.158333915285766,2664,2676,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,11.158333915285766,11.20833391789347,2676,2688,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,11.20833391789347,11.258333920501173,2688,2700,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,11.258333920501173,11.308333923108876,2700,2712,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
226,11.308333923108876,11.358333925716579,2712,2724,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,11.358333925716579,11.408333928324282,2724,2736,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,11.408333928324282,11.458333930931985,2736,2748,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,11.458333930931985,11.508333933539689,2748,2760,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,11.508333933539689,11.558333936147392,2760,2772,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,11.558333936147392,11.608333938755095,2772,2784,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,11.608333938755095,11.658333941362798,2784,2796,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,11.658333941362798,11.708333943970501,2796,2808,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,11.708333943970501,11.758333946578205,2808,2820,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,11.758333946578205,11.808333949185908,2820,2832,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,11.808333949185908,11.858333951793611,2832,2844,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
237,11.858333951793611,11.908333954401314,2844,2856,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,11.908333954401314,11.958333957009017,2856,2868,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,11.958333957009017,12.00833395961672,2868,2880,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,12.00833395961672,12.058333962224424,2880,2892,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,12.058333962224424,12.108333964832127,2892,2904,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,12.108333964832127,12.15833396743983,2904,2916,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,12.15833396743983,12.208333970047534,2916,2928,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,12.208333970047534,12.258333972655237,2928,2940,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
245,12.258333972655237,12.30833397526294,2940,2952,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,12.30833397526294,12.358333977870643,2952,2964,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,12.358333977870643,12.408333980478346,2964,2976,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
248,12.408333980478346,12.45833398308605,2976,2988,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,12.45833398308605,12.508333985693753,2988,3000,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,12.508333985693753,12.558333988301456,3000,3012,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,12.558333988301456,12.60833399090916,3012,3024,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,12.60833399090916,12.658333993516862,3024,3036,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,12.658333993516862,12.708333996124566,3036,3048,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,12.708333996124566,12.758333998732269,3048,3060,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,12.758333998732269,12.808334001339972,3060,3072,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,12.808334001339972,12.858334003947675,3072,3084,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,12.858334003947675,12.908334006555378,3084,3096,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,12.908334006555378,12.958334009163082,3096,3108,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,12.958334009163082,13.008334011770785,3108,3120,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,13.008334011770785,13.058334014378488,3120,3132,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,13.058334014378488,13.108334016986191,3132,3144,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,13.108334016986191,13.158334019593894,3144,3156,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,13.158334019593894,13.208334022201598,3156,3168,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,13.208334022201598,13.258334024809301,3168,3180,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,13.258334024809301,13.308334027417004,3180,3192,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,13.308334027417004,13.358334030024707,3192,3204,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,13.358334030024707,13.40833403263241,3204,3216,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,13.40833403263241,13.458334035240114,3216,3228,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,13.458334035240114,13.508334037847817,3228,3240,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,13.508334037847817,13.55833404045552,3240,3252,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,13.55833404045552,13.608334043063223,3252,3264,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,13.608334043063223,13.658334045670927,3264,3276,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,13.658334045670927,13.70833404827863,3276,3288,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,13.70833404827863,13.758334050886333,3288,3300,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,13.758334050886333,13.808334053494036,3300,3312,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
