sample,time_s,raw_points,rate_points_pickup_excluded,score_time_s,points_per_s,first_contact_tick,pickup,first_sleeve,opposite_shoulder,second_sleeve,overall_dressing,reward,done
264,13.258334024809301,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
265,13.308334027417004,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
266,13.358334030024707,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
267,13.40833403263241,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
268,13.458334035240114,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
269,13.508334037847817,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
270,13.55833404045552,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
271,13.608334043063223,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
272,13.658334045670927,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
273,13.70833404827863,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
274,13.758334050886333,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
275,13.808334053494036,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
276,13.85833405610174,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
277,13.908334058709443,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
278,13.958334061317146,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
279,14.008334063924849,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
280,14.058334066532552,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
281,14.108334069140255,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
282,14.158334071747959,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
283,14.208334074355662,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
284,14.258334076963365,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
285,14.308334079571068,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
286,14.358334082178771,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
287,14.408334084786475,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
288,14.458334087394178,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
289,14.508334090001881,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
290,14.558334092609584,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
291,14.608334095217288,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
292,14.65833409782499,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
293,14.708334100432694,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
294,14.758334103040397,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
295,14.8083341056481,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
296,14.858334108255804,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
297,14.908334110863507,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
298,14.95833411347121,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
299,15.008334116078913,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
300,15.058334118686616,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
301,15.10833412129432,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
302,15.158334123902023,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
303,15.208334126509726,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
304,15.25833412911743,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
305,15.308334131725132,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
306,15.358334134332836,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
307,15.408334136940539,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
308,15.458334139548242,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
309,15.508334142155945,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
310,15.558334144763649,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
311,15.608334147371352,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
312,15.658334149979055,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
313,15.708334152586758,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
314,15.758334155194461,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
315,15.808334157802165,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
316,15.858334160409868,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
317,15.908334163017571,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
318,15.958334165625274,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
319,16.008334168232977,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
320,16.05833417084068,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
321,16.108334173448384,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
322,16.158334176056087,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
323,16.20833417866379,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
324,16.258334181271493,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
325,16.308334183879197,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
326,16.3583341864869,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
327,16.408334189094603,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
328,16.458334191702306,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
329,16.50833419431001,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
330,16.558334196917713,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
331,16.608334199525416,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
332,16.65833420213312,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
333,16.708334204740822,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
334,16.758334207348526,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
335,16.80833420995623,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
336,16.858334212563932,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
337,16.908334215171635,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
338,16.95833421777934,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
339,17.00833422038704,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
340,17.058334222994745,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
341,17.108334225602448,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
342,17.15833422821015,0.0,0.0,0.0,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0
343,17.208334230817854,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
344,17.258334233425558,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
345,17.30833423603326,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
346,17.358334238640964,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
347,17.408334241248667,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
348,17.45833424385637,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
349,17.508334246464074,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
350,17.558334249071777,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
351,17.60833425167948,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
352,17.658334254287183,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
353,17.708334256894886,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
354,17.75833425950259,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
355,17.808334262110293,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
356,17.858334264717996,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
357,17.9083342673257,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
358,17.958334269933403,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
359,18.008334272541106,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
360,18.05833427514881,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
361,18.108334277756512,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
362,18.158334280364215,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
363,18.20833428297192,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
364,18.258334285579622,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
365,18.308334288187325,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
366,18.358334290795028,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
367,18.40833429340273,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
368,18.458334296010435,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
369,18.508334298618138,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
370,18.55833430122584,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
371,18.608334303833544,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
372,18.658334306441247,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
373,18.70833430904895,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
374,18.758334311656654,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
375,18.808334314264357,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
376,18.85833431687206,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
377,18.908334319479764,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
378,18.958334322087467,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
379,19.00833432469517,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
380,19.058334327302873,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
381,19.108334329910576,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
382,19.15833433251828,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
383,19.208334335125983,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
384,19.258334337733686,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
385,19.30833434034139,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
386,19.358334342949092,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
387,19.408334345556796,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
388,19.4583343481645,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
389,19.508334350772202,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
390,19.558334353379905,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
391,19.60833435598761,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
392,19.65833435859531,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
393,19.708334361203015,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
394,19.758334363810718,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
395,19.80833436641842,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
396,19.858334369026124,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
397,19.908334371633828,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
398,19.95833437424153,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
399,20.008334376849234,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
400,20.058334379456937,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
401,20.10833438206464,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
402,20.158334384672344,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
403,20.208334387280047,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
404,20.25833438988775,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
405,20.308334392495453,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
406,20.358334395103157,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
407,20.40833439771086,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
408,20.458334400318563,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
409,20.508334402926266,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
410,20.55833440553397,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
411,20.608334408141673,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
412,20.658334410749376,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
413,20.70833441335708,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
414,20.758334415964782,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
415,20.808334418572485,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
416,20.85833442118019,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
417,20.908334423787892,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
418,20.958334426395595,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
419,21.0083344290033,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
420,21.058334431611,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
421,21.108334434218705,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
422,21.158334436826408,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
423,21.20833443943411,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
424,21.258334442041814,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
425,21.308334444649518,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
426,21.35833444725722,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
427,21.408334449864924,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
428,21.458334452472627,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
429,21.50833445508033,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
430,21.558334457688034,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
431,21.608334460295737,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
432,21.65833446290344,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
433,21.708334465511143,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
434,21.758334468118846,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
435,21.80833447072655,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
436,21.858334473334253,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
437,21.908334475941956,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
438,21.95833447854966,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
439,22.008334481157362,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
440,22.058334483765066,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
441,22.10833448637277,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
442,22.158334488980472,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
443,22.208334491588175,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
444,22.25833449419588,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
445,22.30833449680358,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
446,22.358334499411285,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
447,22.408334502018988,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
448,22.45833450462669,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
449,22.508334507234395,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
450,22.558334509842098,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
451,22.6083345124498,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
452,22.658334515057504,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
453,22.708334517665207,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
454,22.75833452027291,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
455,22.808334522880614,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
456,22.858334525488317,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
457,22.90833452809602,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
458,22.958334530703723,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
459,23.008334533311427,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
460,23.05833453591913,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
461,23.108334538526833,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
462,23.158334541134536,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
463,23.20833454374224,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
464,23.258334546349943,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
465,23.308334548957646,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
466,23.35833455156535,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
467,23.408334554173052,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
468,23.458334556780756,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
469,23.50833455938846,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
470,23.558334561996162,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
471,23.608334564603865,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
472,23.65833456721157,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
473,23.70833456981927,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
474,23.758334572426975,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
475,23.808334575034678,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
476,23.85833457764238,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
477,23.908334580250084,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
478,23.958334582857788,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
479,24.00833458546549,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
480,24.058334588073194,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
481,24.108334590680897,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
482,24.1583345932886,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
483,24.208334595896304,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
484,24.258334598504007,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
485,24.30833460111171,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
486,24.358334603719413,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
487,24.408334606327116,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
488,24.45833460893482,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
489,24.508334611542523,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
490,24.558334614150226,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
491,24.60833461675793,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
492,24.658334619365633,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
493,24.708334621973336,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
494,24.75833462458104,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
495,24.808334627188742,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
496,24.858334629796445,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
497,24.90833463240415,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
498,24.958334635011852,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
499,25.008334637619555,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
500,25.058334640227258,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
501,25.10833464283496,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
502,25.158334645442665,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
503,25.208334648050368,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
504,25.25833465065807,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
505,25.308334653265774,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
506,25.358334655873477,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
507,25.40833465848118,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
508,25.458334661088884,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
509,25.508334663696587,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
510,25.55833466630429,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
511,25.608334668911994,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
512,25.658334671519697,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
513,25.7083346741274,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
514,25.758334676735103,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
515,25.808334679342806,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
516,25.85833468195051,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
517,25.908334684558213,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
518,25.958334687165916,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
519,26.00833468977362,5.0,0.0,0.0,,-1,5.0,0.0,0.0,0.0,0.0,0.0,0
520,26.058334692381322,5.0,0.0,0.0,0,6244,5.0,0.0,0.0,0.0,0.0,0.0,0
521,26.108334694989026,5.0,0.0,0.0,0,6244,5.0,0.0,0.0,0.0,0.0,0.0,0
522,26.15833469759673,5.0,0.0,0.0,0,6244,5.0,0.0,0.0,0.0,0.0,0.0,0
523,26.208334700204432,5.0,0.0,0.0,0,6244,5.0,0.0,0.0,0.0,0.0,0.0,0
524,26.258334702812135,5.0,0.0,0.0,0,6244,5.0,0.0,0.0,0.0,0.0,0.0,0
525,26.30833470541984,5.0,0.0,0.0,0,6244,5.0,0.0,0.0,0.0,0.0,0.0,0
526,26.35833470802754,5.0,0.0,0.0,0,6244,5.0,0.0,0.0,0.0,0.0,0.0,0
527,26.408334710635245,5.0,0.0,0.0,0,6244,5.0,0.0,0.0,0.0,0.0,0.0,0
528,26.458334713242948,5.0,0.0,0.0,0,6244,5.0,0.0,0.0,0.0,0.0,0.0,0
529,26.50833471585065,5.0,0.0,0.0,0,6244,5.0,0.0,0.0,0.0,0.0,0.0,0
530,26.558334718458354,5.0,0.0,0.0,0,6244,5.0,0.0,0.0,0.0,0.0,0.0,0
